600	130640.65+38383.545i
632	289397.1-48404.512i
664	299007.84-46314.397i
696	155899.65+5915.5748i
728	301562.59+169960.34i
760	593293.37-8260.9118i
792	607407.77-61533.215i
824	355720.43-132319.28i
856	164072.59+2795.7343i
888	433734.32-15893.628i
920	682984.47-64316.3i
952	685493.81-25508.668i
984	647807.92+73021.068i
1016	790089.44+38728.092i
1048	876420.31-64103.517i
1080	734383.97-91164.799i
1112	509362.21-46809.843i
1144	600060.06+11408.654i
1176	926136.04-62879.942i
1208	937930.36-111809.89i
1240	622579.44-49910.245i
1272	458068.55+15462.152i
1304	457423.77-51493.282i
1336	326150.01-63416.616i
1368	161296.23-256.9354i
1400	236514.18+59588.223i
1432	409715.98-15750.77i
1464	432187.39-79551.764i
1496	281492.72-42493.491i
1528	172576.33+10123.077i
1560	160435.05-14772.897i
1592	177194.74-43233.104i
1624	116200.92-237.2534i
1656	152722.52+41382.871i
1688	174195.56-1068.0184i
1720	189669.64-40597.491i
1752	130025.85-22166.333i
1784	116602.36+3896.3329i
1816	120917.16+567.31883i
1848	150233.15-17642.19i
1880	155997.88-17478.675i
1912	210279.52+19530.676i
1944	253321.54+3054.2635i
1976	259618.94-20481.263i
2008	216273.84-27612.21i
2040	207898.02-13292.313i
2072	199483.19-5742.0155i
2104	199653.16-2086.4251i
2136	261608.33-6038.8706i
2168	334085.99-17686.489i
2200	346844.97-14808.07i
2232	326107.33-23553.153i
2264	263518.36-32782.437i
2296	186095.34-26648.764i
2328	138518.01-14970.907i
2360	99254.865-5608.0434i
2392	75551.144-10554.501i
2424	96612.665+10662.505i
2456	153685.65-1556.2652i
2488	129746.12-13699.389i
2520	80411.876-21973.695i
2552	58625.322-803.41051i
2584	74553.214+300.84413i
2616	69390.402-519.40909i
2648	45390.488-5219.3013i
2680	64350.298+6986.4314i
2712	118296.63+6238.0289i
2744	122496.31-7674.6314i
2776	129386.03-18130.793i
2808	160885.57-17726.963i
2840	228692.63-7952.0846i
2872	270074.87-1483.4167i
2904	328761.35-8056.8847i
2936	390817.18-10332.794i
2968	546311.29+19295.102i
3000	713635.8+12901.897i
3032	840924.63-19117.782i
3064	923313.09-20044.134i
3096	1062987.6-7340.5158i
3128	1203707.8-21099.123i
3160	1289570.9-52240.263i
3192	1313949.3-44755.992i
3224	1302829.9-56144.869i
3256	1253534.9-63664.252i
3288	1165943.8-67009.941i
3320	1041869.3-71589.059i
3352	856152.49-81302.758i
3384	683808.9-59280.643i
3416	558279.75-55240.49i
3448	435904.82-47203.489i
3480	336902.48-38900.556i
3512	276732.72-36023.306i
3544	200203.93-23715.438i
3576	116645.94-13827.646i
3608	75257.673-9400.2652i
3640	79069.515-8376.8169i
3672	55423.103-9492.6598i
3704	26544.564-5835.1257i
3736	32486.139+4783.3875i
3768	57992.006-6083.4424i
3800	57114.046-7747.0502i
3832	32957.271-4042.7575i
3864	21849.856+2899.981i
3896	33349.744-6006.981i
3928	48140.221-6321.2955i
3960	39843.75-2350.3804i
3992	40290.69+6543.8713i
4024	84429.929+1467.2206i
4056	117210.5-6852.9308i
4088	105200.34-7058.015i
4120	104271.59+1265.291i
4152	165506.82+2150.3482i
4184	236448.53-6935.0772i
4216	257497.67-4299.9269i
4248	276487.98-1940.5722i
4280	349459.93-8812.1i
4312	396448.56-24103.209i
