600	338462.67+88997.148i
632	727169.5-107074.8i
664	818473.15-126099.44i
696	475128.96+17193.587i
728	685986.65+390034.84i
760	1326323.4+11687.536i
792	1453522.6-181998.76i
824	883182.52-295115i
856	474434.96+17380.377i
888	1173231.5-10887.363i
920	1926478.9-141655.01i
952	1976633.3-56009.783i
984	1733572.6+178398.44i
1016	1969448.6+100189.77i
1048	2208142.1-158768.92i
1080	1876436.8-231127.55i
1112	1321458.5-92180.702i
1144	1583187.5+66499.35i
1176	2552954.1-146124.16i
1208	2653081.8-291655.65i
1240	1777599.8-138520.22i
1272	1223307+36006.656i
1304	1213550.7-150447.25i
1336	916619.27-196472.53i
1368	495869.42+7597.0632i
1400	608069.56+157029.24i
1432	1074436.5-35175.772i
1464	1215757.3-212206.05i
1496	831306.7-109535.23i
1528	453904.33+38769.216i
1560	397181.04-45724.611i
1592	493945.71-126119.94i
1624	367984.26-1072.2i
1656	394665.52+113119.51i
1688	395380.64+9861.7606i
1720	491982.99-100436.77i
1752	365164.52-72380.72i
1784	340160.5+19276.583i
1816	314247.86+3651.6i
1848	446627.6-56320.641i
1880	494637.79-43555.821i
1912	625329.49+44910.718i
1944	693955.92+25807.505i
1976	691412.64-42612.412i
2008	622284.88-70974.665i
2040	608460.19-26467.388i
2072	572144.18-22093.327i
2104	587734.51+7435.3565i
2136	772398.6-23869.917i
2168	975131.57-29299i
2200	1022095.3-43836.362i
2232	945925.23-58334.842i
2264	783883.79-113495.55i
2296	552409.26-81879.929i
2328	410775.68-33125.813i
2360	295687.42-26486.931i
2392	233413.63-25212.532i
2424	304517.93+15384.016i
2456	463112.09-7772.4287i
2488	396556.39-67204.879i
2520	265454.48-81441.605i
2552	235414.28-25808.6i
2584	288664.39-6995.1607i
2616	217502.04-12371.121i
2648	172601.88-13621.719i
2680	226064.28+12056.879i
2712	380955.5+16354.487i
2744	392881.34-32980.07i
2776	480462.58-58709.149i
2808	666826.14-57593.609i
2840	893935.01-26517.94i
2872	1013342.9-14024.645i
2904	1209447.1-38885.555i
2936	1505110.8-29553.68i
2968	2001806.2+43956.467i
3000	2540083.4+6601.2951i
3032	2981787.7-95499.378i
3064	3317552.4-105563.89i
3096	3766875.5-59723.648i
3128	4231932.4-121587.76i
3160	4522077.8-211467.23i
3192	4604182.6-204741.7i
3224	4530416.5-224225.3i
3256	4318102-256782.43i
3288	4006911.4-258565.55i
3320	3549062.8-313302.76i
3352	2926154-289461.81i
3384	2350496.5-234861.6i
3416	1900632.1-200963.91i
3448	1502237.7-201879.78i
3480	1204408.3-148601.75i
3512	984505.56-123137.64i
3544	711613.51-102115.7i
3576	421070.89-75832.564i
3608	297799.45-34066.447i
3640	289040.21-43734.872i
3672	208836.36-38957.801i
3704	117920.74-10527.961i
3736	148030.63+9341.4316i
3768	250738.89-21930.691i
3800	252216.42-37096.915i
3832	155744.79-16383.863i
3864	112374.31+11492.063i
3896	187754.27-16075.992i
3928	237446.7-34644.113i
3960	201393.83-17612.748i
3992	200147.93+21214.687i
4024	387484.19+4378.166i
4056	531926.81-52262.253i
4088	490616.72-38817.299i
4120	461387.62+19949.833i
4152	723803.93+2024.5393i
4184	1015479.7-58611.699i
4216	1091129.2-40067.045i
4248	1156430.4+17836.169i
4280	1426502.4-35793.647i
4312	1653280.5-123809.18i
4344	1617393.2-109187.05i
4376	1525468-67985.002i
4408	1547124.3-115673.52i
4440	1584126.9-161746.04i
4472	1447240.4-149465.99i
4504	1166737.7-102941.11i
4536	983921.02-93885.95i
4568	893222.72-112142.13i
4600	716301.73-111488.79i
4632	465167.32-65822.659i
4664	348318.76-21711.915i
4696	357462.97-49461.114i
4728	318234-64560.226i
4760	185706.61-24945.546i
4792	126280.75+10628.502i
4824	151709.03-7819.7996i
4856	174640.28-41435.714i
4888	124751.15-29806.112i
4920	72538.24+6382.0104i
4952	99277.103+5061.4757i
4984	148492.3-28956.483i
5016	144609.83-28510.958i
5048	117271.12+10709.055i
5080	136252.27+13343.017i
5112	193268.84-23613.153i
5144	197210.81-28282.609i
5176	190407.31+6038.8685i
5208	240164.91+11044.44i
5240	341938.31-24078.194i
5272	391488.97-39473.457i
5304	384088.68-15691.368i
5336	413406.51-6741.2659i
5368	469539.38-24211.349i
5400	497997.07-33228.714i
5432	532490.41-28253.424i
5464	555946.78-29195.148i
5496	573525.67-51155.171i
5528	557419.17-45986.963i
5560	491762.07-48875.974i
5592	403404.38-38227.885i
5624	334597.73-32398.199i
5656	281519.27-28465.902i
5688	237533.25-23950.435i
5720	210390.4-17439.469i
5752	191515.19-20971.021i
5784	158458.8-25482.416i
5816	123029.12-13912.836i
5848	103029.72-7937.3676i
5880	86938.671-7406.279i
5912	71794.69-5991.9839i
5944	62575.017+112.53669i
5976	74911.125+2433.067i
6008	100444.07-6027.2122i
6040	108889.64-2900.963i
6072	123581.23-3653.8638i
6104	149947.51-95.239957i
6136	200963.96-8318.0125i
6168	228925.46-8349.1698i
6200	282186.4-3722.4939i
6232	366170.87-2963.5561i
6264	459593.07-5684.4457i
6296	534837.26-15808.536i
6328	591750.83-16856.439i
6360	670256.93-20033.53i
6392	767249.33-28733.797i
6424	819595.9-33681.45i
6456	846814.58-37076.561i
6488	882972.25-42846.034i
6520	904325.15-69175.888i
6552	875506.59-67291.423i
6584	816707.58-68454.848i
6616	743982.91-70544.83i
6648	672107.85-72519.648i
6680	585631.81-68415.34i
6712	496720.64-54836.276i
6744	422078.55-49415.789i
6776	355406.45-56927.854i
6808	285793.64-37642.745i
6840	218660.22-29113.177i
6872	162274.47-25397.231i
6904	141122.97-21552.867i
6936	118453.85-20495.946i
6968	108667.37-6722.6906i
7000	97248.969-4289.5392i
7032	91253.564-8808.8109i
7064	99357.05-6819.5308i
7096	82605.663-7707.7497i
7128	85001.374-4612.0041i
7160	93307.593-7323.2921i
7192	106583.24-10529.186i
7224	109792.54-3935.8551i
7256	130868.17-3613.9518i
7288	166088.5-9201.331i
7320	199854.9-4952.0445i
7352	242819.14-2226.7208i
7384	290511.03-666.93539i
7416	355621.67-7625.7386i
7448	431334.14-6182.6962i
7480	496868.02-18384.066i
7512	552154-11640.092i
7544	621490.34-20639.925i
7576	682960.4-28151.732i
7608	704504.6-36657.308i
7640	701610.26-49859.577i
7672	701758.37-45352.286i
7704	683169.59-54622.692i
7736	639468.29-56338.192i
7768	567145.6-59920.199i
7800	503975.11-55259.231i
7832	429045.82-46544.467i
7864	349301.78-50909.573i
7896	283935.97-40677.29i
7928	221139.41-27867.504i
7960	179934.03-26194.013i
7992	145519.41-19467.219i
8024	109237.2-13193.621i
8056	94554.098-7103.3223i
8088	80899.102-9447.5832i
8120	79491.893-7300.2338i
8152	72906.759-9607.7857i
8184	71487.206-7363.8928i
8216	88880.436-5556.1332i
8248	93693.793-10467.71i
8280	102645.31-10510.521i
8312	113924.41-5824.0527i
8344	137577.35-12028.922i
8376	156713.09-10896.633i
8408	171641.15-8664.1314i
8440	187375.44-7502.401i
8472	201438.49-4254.556i
8504	221282.9-16739.496i
8536	232973.71-10036.36i
8568	237621.95-11448.802i
8600	258225.94-10317.266i
8632	266204.86-12739.281i
8664	281658.13-9365.6432i
8696	278590.09-9986.0842i
8728	276897.64-14298.193i
8760	281824.63-15877.323i
8792	268222.14-22027.842i
8824	256262.2-15993.591i
8856	230948.57-18170.154i
8888	214525.02-21004.745i
8920	187085.93-12662.351i
8952	162876.48-11188.573i
8984	135521.68-13622.136i
9016	112724.67-13411.292i
9048	91253.449-8033.9012i
9080	74208.529-802.72055i
9112	62654.124-7546.3817i
9144	52288.064-3542.1036i
9176	38429.654-11860.199i
9208	41140.329+3254.6779i
9240	34348.983-7562.7082i
9272	38746.903-1838.2356i
9304	38514.245-3364.9708i
9336	46192.727-578.63658i
9368	53537.87-5338.5103i
9400	61067.418-8945.8583i
9432	75477.163+1944.0671i
9464	86304.186+4823.0444i
9496	93612.439-2182.574i
9528	117846.49+2264.1393i
9560	134105.13-1662.3008i
9592	159266.8-1671.0875i
9624	174814.85-6280.1865i
9656	198436.83+1060.5112i
9688	208580.1-5469.2751i
9720	224892.25-8546.0225i
9752	235102.76-5969.8431i
9784	244940.76-10928.772i
9816	255585.24-16098.633i
9848	254902.05-16174.331i
9880	243979.13-16904.286i
9912	229193.15-14697.235i
9944	210354.35-18631.003i
9976	188839.61-14020.418i
10008	166762.61-17865.508i
10040	142611.44-10629.699i
10072	122114.63-12289.496i
10104	106497.56-9799.0442i
10136	81953.233-8187.8898i
10168	68958.975-11490.723i
10200	54039.54-8006.5092i
10232	43670.486-4926.0411i
10264	39170.755-5275.2184i
10296	35253.261-6790.8308i
10328	30903.682-3176.1701i
10360	28815.55-2351.2917i
10392	27713.242-4235.6521i
10424	28510.792-2793.3137i
10456	31403.242+3563.9828i
10488	35684.807-2154.7991i
10520	41939.739+4428.5363i
10552	46096.385-1145.0447i
10584	56623.993-1643.1159i
10616	62238.217-2472.9877i
10648	76273.185+435.60579i
10680	85370.987-1738.3612i
10712	97255.868+853.27804i
10744	107322.67-3854.5937i
10776	125106.07-342.46899i
10808	139134.09-3321.9887i
10840	155287.24-3048.5872i
10872	169954.52-6375.7956i
10904	174461.63-10645.007i
10936	184372.63-9093.4899i
10968	182422.32-9859.7262i
11000	181214.06-11317.798i
11032	172401.85-11930.346i
11064	159548.54-16920.752i
11096	151066.7-9968.2991i
11128	133639.98-10233.308i
11160	114486.37-7847.4295i
11192	94813.464-9275.8725i
11224	78442.749-9429.9014i
11256	62727.793-2150.1443i
11288	51729.311-4814.0705i
11320	46686.292-3713.5234i
11352	29866.703-7748.6909i
11384	33514.537-4117.9224i
11416	24108.985-2674.9135i
11448	31948.225-5728.778i
11480	29921.952-2467.8039i
11512	26927.717+325.70469i
11544	37396.019+1299.4659i
11576	39784.006-5173.4933i
11608	45237.686-962.59116i
11640	35841.169-644.28102i
11672	44321.475+510.09968i
11704	45527.29-1786.3809i
11736	47615.301-1037.903i
11768	50107.154-241.41233i
11800	48988.387-2534.1183i
11832	58157.744+423.93905i
11864	58225.503-1765.8248i
11896	67454.832+1896.0822i
11928	64404.675-111.96179i
11960	66540.675-3624.6225i
11992	72148.694-731.42643i
12024	78215.255-4709.0379i
12056	80520.156-4788.5597i
12088	81089.127-1857.2069i
12120	85089.499-3819.3605i
12152	79792.09+815.52972i
12184	71512.775-11245.397i
12216	68466.758-1416.9238i
12248	60666.416-1152.9373i
12280	53577.905-895.08702i
12312	44727.045-5154.3596i
12344	40483.434-811.75958i
12376	31383.535+347.59982i
12408	23282.948-1198.3907i
12440	22511.044-2294.8385i
12472	21698.465-3238.4023i
12504	17177.436+2707.5563i
12536	14268.527+419.76652i
12568	21692.466-151.18653i
12600	20267.585-2691.9579i
12632	21323.431+2561.3625i
12664	19984.185+4586.1644i
12696	22764.169-6847.7019i
12728	25273.964+5600.1289i
